Timestamp,Meter_ID,Zone_ID,Voltage_V,Current_A,Active_Power_kW,Reactive_Power_kW,Apparent_Power_kVA,Frequency_Hz,Sub_Meter_Kitchen,Sub_Meter_HVAC,Outdoor_Temp_C
2021-01-01T17:00:00,MTR-4454,North,230.8,3.59,0.788,0.252,0.827,50.009,0.084,0.09,19.78
2021-01-01T17:00:00,MTR-4455,South,230.77,7.895,1.578,0.929,1.831,50.069,0.0,0.0,23.14
2021-01-01T17:00:00,MTR-4458,North,228.32,1.709,0.366,0.127,0.388,50.053,0.052,0.0,20.6
2021-01-01T18:00:00,MTR-4450,North,232.73,4.636,1.072,0.236,1.097,50.084,0.045,0.054,20.57
2021-01-01T18:00:00,MTR-4451,South,229.55,3.662,0.819,0.196,0.842,50.039,0.075,0.073,21.87
2021-01-01T18:00:00,MTR-4454,North,230.92,2.678,0.551,0.229,0.597,50.094,0.009,0.06,21.11
2021-01-01T18:00:00,MTR-4455,South,225.22,6.129,1.212,0.634,1.368,50.027,0.071,0.027,22.3
2021-01-01T18:00:00,MTR-4456,East,232.62,6.469,1.309,0.727,1.497,50.027,0.083,0.057,23.11
2021-01-01T18:00:00,MTR-4459,South,233.59,5.759,1.289,0.337,1.333,50.069,0.103,0.178,21.86
2021-01-01T18:00:00,MTR-4460,East,225.44,4.456,0.918,0.399,1.001,50.041,0.151,0.12,21.43
2021-01-01T19:00:00,MTR-4456,East,232.67,8.209,1.702,0.823,1.89,50.02,0.551,0.351,22.52
2021-01-01T19:00:00,MTR-4460,East,228.41,7.388,1.533,0.708,1.689,50.057,0.704,0.23,23.32
2021-01-01T20:00:00,MTR-4451,South,224.68,6.808,1.451,0.467,1.524,50.016,0.701,0.326,22.53
2021-01-01T20:00:00,MTR-4453,West,223.36,8.33,1.656,0.885,1.877,49.995,0.562,0.243,21.55
2021-01-01T21:00:00,MTR-4450,North,224.42,8.29,1.782,0.545,1.863,50.105,0.495,0.315,20.61
2021-01-01T22:00:00,MTR-4452,East,225.54,7.996,1.654,0.701,1.796,49.984,0.56,0.221,21.97
2021-01-01T22:00:00,MTR-4458,North,230.68,6.511,1.41,0.512,1.5,50.07,0.703,0.214,21.55
2021-01-01T23:00:00,MTR-4451,South,227.1,6.707,1.409,0.531,1.506,49.979,0.527,0.297,22.77
2021-01-02T00:00:00,MTR-4460,East,226.77,4.6,0.955,0.447,1.054,49.929,0.143,0.061,22.09
2021-01-02T01:00:00,MTR-4455,South,225.78,7.145,1.478,0.709,1.64,49.972,0.123,0.063,21.17
2021-01-02T01:00:00,MTR-4458,North,228.74,1.186,0.268,0.104,0.287,50.027,0.119,0.059,19.18
2021-01-02T01:00:00,MTR-4459,South,231.95,2.104,0.462,0.132,0.481,49.973,0.15,0.0,20.56
2021-01-02T02:00:00,MTR-4457,West,230.09,5.703,1.254,0.402,1.316,49.987,0.081,0.18,19.8
2021-01-02T02:00:00,MTR-4457,West,230.09,5.703,1.254,0.402,1.316,49.987,0.081,0.18,19.8
2021-01-02T02:00:00,MTR-4458,North,230.9,2.511,0.55,0.199,0.585,49.972,0.062,0.0,19.32
2021-01-02T02:00:00,MTR-4459,South,223.61,2.876,0.592,0.211,0.628,49.964,0.152,0.064,20.97
2021-01-02T03:00:00,MTR-4452,East,228.25,3.196,0.689,0.263,0.738,50.079,0.102,0.005,19.44
2021-01-02T03:00:00,MTR-4457,West,222.08,6.871,1.442,0.478,1.519,49.956,0.18,0.189,19.17
2021-01-02T03:00:00,MTR-4458,North,232.08,3.72,0.811,0.31,0.868,49.983,0.06,0.0,19.35
2021-01-02T03:00:00,MTR-4459,South,226.51,4.236,0.915,0.28,0.957,49.964,0.038,0.081,21.33
2021-01-02T04:00:00,MTR-4453,West,228.28,6.952,1.395,0.716,1.568,49.92,0.146,0.239,18.0
2021-01-02T04:00:00,MTR-4457,West,222.14,6.305,1.311,0.474,1.394,49.916,0.022,0.124,18.87
2021-01-02T05:00:00,MTR-4451,South,230.4,3.871,0.886,0.187,0.905,49.911,0.155,0.141,17.73
2021-01-02T05:00:00,MTR-4452,East,227.93,3.8,0.82,0.328,0.883,49.97,0.061,0.0,18.81
2021-01-02T05:00:00,MTR-4456,East,224.5,5.283,1.058,0.521,1.179,49.882,0.08,0.129,18.51
2021-01-02T05:00:00,MTR-4457,West,237.34,5.472,1.219,0.442,1.297,50.003,0.094,0.209,16.76
2021-01-02T06:00:00,MTR-4450,North,225.9,6.319,1.359,0.437,1.428,49.956,0.354,0.343,16.67
2021-01-02T06:00:00,MTR-4456,East,227.68,7.827,1.601,0.783,1.783,49.952,0.422,0.295,18.27
2021-01-02T06:00:00,MTR-4457,West,233.94,5.369,1.145,0.491,1.246,50.0,0.702,0.012,19.19
2021-01-02T06:00:00,MTR-4458,North,232.37,1.824,0.432,0.151,0.457,49.948,0.367,0.124,20.1
2021-01-02T07:00:00,MTR-4454,North,225.77,4.091,0.859,0.364,0.933,49.937,0.533,0.251,16.83
2021-01-02T07:00:00,MTR-4456,East,233.22,7.086,1.454,0.745,1.633,50.018,0.561,0.089,18.78
2021-01-02T08:00:00,MTR-4452,East,230.22,8.55,1.861,0.756,2.008,49.995,0.57,0.247,17.05
2021-01-02T08:00:00,MTR-4453,West,231.97,5.845,1.246,0.616,1.39,49.941,0.512,0.104,17.4
2021-01-02T08:00:00,MTR-4460,East,226.66,4.264,0.873,0.401,0.961,49.926,0.504,0.147,17.61
2021-01-02T09:00:00,MTR-4453,West,227.6,5.424,1.101,0.521,1.218,50.02,0.537,0.12,18.43
2021-01-02T09:00:00,MTR-4456,East,230.62,6.669,1.37,0.704,1.541,50.03,0.467,0.178,18.21
2021-01-02T10:00:00,MTR-4452,East,232.75,3.344,0.732,0.253,0.774,49.941,0.0,0.126,17.85
2021-01-02T10:00:00,MTR-4454,North,236.96,2.791,0.613,0.279,0.673,49.973,0.119,0.172,17.33
2021-01-02T10:00:00,MTR-4455,South,228.72,5.105,1.058,0.567,1.201,50.014,0.228,0.262,17.47
2021-01-02T11:00:00,MTR-4457,West,226.8,6.356,1.326,0.572,1.445,49.994,0.132,0.2,17.81
2021-01-02T12:00:00,MTR-4450,North,237.78,4.267,0.954,0.341,1.013,50.008,0.093,0.087,18.28
2021-01-02T12:00:00,MTR-4456,East,238.92,4.257,0.922,0.465,1.032,49.955,0.126,0.047,19.17
2021-01-02T12:00:00,MTR-4460,East,225.23,2.135,0.413,0.193,0.456,50.004,0.136,0.071,19.5
2021-01-02T13:00:00,MTR-4455,South,231.45,7.35,1.483,0.818,1.694,50.044,0.173,0.127,21.43
2021-01-02T13:00:00,MTR-4456,East,240.42,4.748,1.044,0.525,1.169,50.032,0.089,0.077,21.67
2021-01-02T13:00:00,MTR-4459,South,233.58,2.874,0.628,0.239,0.672,50.022,0.087,0.09,18.5
2021-01-02T14:00:00,MTR-4452,East,224.01,5.363,1.126,0.468,1.219,49.983,0.019,0.158,20.09
2021-01-02T14:00:00,MTR-4455,South,227.68,4.179,0.87,0.448,0.979,50.055,0.06,0.012,20.72
2021-01-02T14:00:00,MTR-4456,East,230.23,4.953,1.042,0.529,1.168,49.969,0.161,0.13,19.71
2021-01-02T14:00:00,MTR-4457,West,235.76,5.33,1.172,0.435,1.25,49.963,0.026,0.032,19.63
2021-01-02T14:00:00,MTR-4457,West,235.76,5.33,1.172,0.435,1.25,49.963,0.026,0.032,19.63
2021-01-02T15:00:00,MTR-4452,East,227.87,5.492,1.19,0.405,1.257,49.978,0.108,0.011,21.07
2021-01-02T15:00:00,MTR-4454,North,235.55,1.661,0.331,0.163,0.369,50.059,0.092,0.042,19.53
2021-01-02T16:00:00,MTR-4456,East,241.5,4.728,1.046,0.476,1.15,49.952,0.112,0.051,22.77
2021-01-02T17:00:00,MTR-4451,South,229.31,2.906,0.665,0.179,0.689,50.059,0.167,0.072,22.47
2021-01-02T17:00:00,MTR-4454,North,233.74,1.143,0.26,0.107,0.281,50.015,0.104,0.065,20.49
2021-01-02T17:00:00,MTR-4458,North,229.83,2.227,0.478,0.174,0.509,49.98,0.067,0.191,20.7
2021-01-02T18:00:00,MTR-4453,West,228.65,4.178,0.842,0.458,0.958,50.04,0.121,0.079,21.49
2021-01-02T18:00:00,MTR-4456,East,232.38,5.272,1.085,0.515,1.202,50.034,0.126,0.072,22.24
2021-01-02T18:00:00,MTR-4456,East,232.38,54.233,121.889,75.54,143.399,50.034,0.126,0.072,22.24
2021-01-02T18:00:00,MTR-4457,West,227.76,5.223,1.079,0.486,1.183,50.081,0.136,0.219,23.81
2021-01-02T18:00:00,MTR-4458,North,234.57,2.03,0.414,0.157,0.443,50.027,0.147,0.121,20.09
2021-01-02T18:00:00,MTR-4460,East,231.97,2.615,0.567,0.262,0.624,50.106,0.05,0.061,21.3
2021-01-02T19:00:00,MTR-4451,South,228.79,6.161,1.333,0.446,1.406,50.063,0.58,0.167,21.82
2021-01-02T19:00:00,MTR-4452,East,231.26,9.866,2.147,0.838,2.305,50.015,0.536,0.333,21.49
2021-01-02T19:00:00,MTR-4453,West,228.09,7.858,1.568,0.895,1.805,50.092,0.581,0.338,21.86
2021-01-02T20:00:00,MTR-4457,West,234.57,7.227,1.549,0.644,1.678,50.057,0.528,0.243,22.16
2021-01-02T20:00:00,MTR-4460,East,227.46,7.009,1.429,0.687,1.586,50.061,0.499,0.344,23.77
2021-01-02T21:00:00,MTR-4460,East,225.54,6.642,1.365,0.614,1.497,50.08,0.649,0.363,22.93
2021-01-02T22:00:00,MTR-4451,South,234.38,5.398,1.218,0.329,1.262,50.069,0.507,0.332,22.47
2021-01-02T22:00:00,MTR-4453,West,220.79,8.682,1.726,0.807,1.905,50.034,0.619,0.257,23.11
2021-01-02T22:00:00,MTR-4454,North,226.92,4.437,0.957,0.344,1.017,49.976,0.655,0.316,22.17
2021-01-02T23:00:00,MTR-4450,North,227.35,8.707,1.893,0.521,1.964,49.975,0.837,0.261,20.19
2021-01-03T00:00:00,MTR-4454,North,226.6,1.82,0.372,0.155,0.403,49.966,0.098,0.051,19.54
2021-01-03T00:00:00,MTR-4456,East,229.07,5.354,1.12,0.582,1.263,49.951,0.171,0.099,21.22
2021-01-03T01:00:00,MTR-4453,West,226.88,4.927,0.992,0.51,1.116,49.958,0.039,0.18,20.57
2021-01-03T01:00:00,MTR-4455,South,224.93,5.27,1.072,0.536,1.199,50.023,0.254,0.098,20.85
2021-01-03T01:00:00,MTR-4456,East,225.67,3.987,0.842,0.41,0.937,50.038,0.072,0.039,19.56
2021-01-03T01:00:00,MTR-4457,West,227.9,4.494,0.984,0.352,1.045,49.971,0.01,0.052,20.4
2021-01-03T01:00:00,MTR-4459,South,225.57,4.61,0.997,0.294,1.04,49.938,0.187,0.0,19.97
2021-01-03T02:00:00,MTR-4454,North,233.38,1.89,0.412,0.182,0.451,50.001,0.097,0.079,18.65
2021-01-03T02:00:00,MTR-4455,South,224.35,5.221,1.001,0.603,1.169,49.986,0.103,0.084,20.73
2021-01-03T02:00:00,MTR-4457,West,221.76,7.821,1.654,0.544,1.742,49.922,0.129,0.221,18.63
2021-01-03T02:00:00,MTR-4459,South,224.46,0.62,0.13,0.039,0.136,49.932,0.0,0.0,21.26
2021-01-03T03:00:00,MTR-4451,South,230.69,3.27,0.727,0.26,0.772,49.995,0.0,0.064,20.2
2021-01-03T03:00:00,MTR-4455,South,221.21,8.357,1.652,0.856,1.86,49.96,0.091,0.056,19.73
2021-01-03T03:00:00,MTR-4456,East,231.74,4.341,0.913,0.433,1.01,49.966,0.166,0.084,18.73
2021-01-03T03:00:00,MTR-4457,West,226.99,3.579,0.747,0.303,0.806,49.97,0.152,0.108,20.53
2021-01-03T04:00:00,MTR-4452,East,227.76,5.89,1.294,0.381,1.349,49.942,0.121,0.095,18.22
2021-01-03T04:00:00,MTR-4455,South,226.53,5.575,1.133,0.569,1.268,49.949,0.042,0.06,19.54
2021-01-03T05:00:00,MTR-4455,South,229.54,7.303,1.493,0.766,1.678,49.992,0.105,0.142,18.9
2021-01-03T05:00:00,MTR-4458,North,226.81,1.537,0.338,0.099,0.353,50.033,0.109,0.217,17.3
2021-01-03T05:00:00,MTR-4460,East,225.14,3.851,0.825,0.361,0.9,50.022,0.097,0.149,17.75
2021-01-03T06:00:00,MTR-4450,North,233.18,6.849,1.52,0.516,1.605,50.007,0.43,0.097,17.6
2021-01-03T06:00:00,MTR-4450,North,233.18,60.452,139.632,86.536,164.273,50.007,0.43,0.097,17.6
2021-01-03T06:00:00,MTR-4456,East,223.8,7.025,1.387,0.742,1.573,49.998,0.561,0.095,19.82
2021-01-03T07:00:00,MTR-4456,East,226.26,8.448,1.677,0.886,1.896,50.064,0.488,0.311,16.87
2021-01-03T07:00:00,MTR-4457,West,231.85,7.514,1.638,0.556,1.73,49.987,0.53,0.189,18.39
2021-01-03T08:00:00,MTR-4452,East,228.91,8.047,1.76,0.521,1.835,49.967,0.32,0.287,17.34
2021-01-03T08:00:00,MTR-4459,South,231.08,6.183,1.38,0.38,1.432,49.971,0.47,0.29,17.97
2021-01-03T09:00:00,MTR-4450,North,223.47,7.014,1.508,0.453,1.574,50.011,0.402,0.202,18.0
2021-01-03T10:00:00,MTR-4450,North,226.43,5.133,1.074,0.368,1.136,50.059,0.094,0.082,17.77
2021-01-03T10:00:00,MTR-4452,East,225.21,5.455,1.13,0.472,1.224,50.037,0.156,0.127,17.53
2021-01-03T10:00:00,MTR-4453,West,230.57,5.832,1.186,0.61,1.334,50.053,0.246,0.147,18.11
2021-01-03T10:00:00,MTR-4460,East,231.16,3.508,0.716,0.362,0.802,50.025,0.109,0.139,17.67
2021-01-03T11:00:00,MTR-4451,South,228.45,3.753,0.832,0.246,0.867,50.028,0.072,0.045,19.19
2021-01-03T11:00:00,MTR-4454,North,230.01,2.938,0.662,0.261,0.712,49.982,0.157,0.159,17.28
2021-01-03T12:00:00,MTR-4450,North,234.55,1.707,0.367,0.132,0.39,50.037,0.078,0.0,19.98
2021-01-03T12:00:00,MTR-4458,North,228.35,3.302,0.696,0.281,0.751,49.961,0.161,0.093,17.72
2021-01-03T13:00:00,MTR-4454,North,235.13,2.07,0.442,0.21,0.489,50.021,0.121,0.111,19.45
2021-01-03T13:00:00,MTR-4454,North,,2.07,,0.21,0.489,50.021,0.121,0.111,19.45
2021-01-03T13:00:00,MTR-4455,South,227.76,6.849,1.375,0.671,1.53,50.062,0.127,0.131,19.93
2021-01-03T13:00:00,MTR-4457,West,234.99,6.013,1.299,0.554,1.412,50.045,0.126,0.257,20.02
2021-01-03T14:00:00,MTR-4453,West,224.53,4.988,1.043,0.465,1.142,50.043,0.091,0.122,21.42
2021-01-03T14:00:00,MTR-4454,North,234.34,2.341,0.497,0.201,0.536,50.04,0.113,0.07,19.43
2021-01-03T14:00:00,MTR-4458,North,235.07,0.952,0.208,0.087,0.226,50.053,0.113,0.071,20.04
2021-01-03T15:00:00,MTR-4453,West,223.53,3.339,0.634,0.354,0.726,49.96,0.035,0.062,20.35
2021-01-03T15:00:00,MTR-4457,West,230.84,7.627,1.671,0.543,1.756,50.061,0.117,0.112,19.91
2021-01-03T15:00:00,MTR-4460,East,235.46,2.591,0.522,0.254,0.58,50.024,0.077,0.108,20.73
2021-01-03T16:00:00,MTR-4454,North,230.24,1.759,0.377,0.167,0.413,50.035,0.131,0.076,20.5
2021-01-03T16:00:00,MTR-4459,South,227.05,2.521,0.551,0.164,0.575,49.998,0.103,0.042,22.33
2021-01-03T17:00:00,MTR-4456,East,236.04,4.901,0.992,0.583,1.151,50.064,0.128,0.013,22.83
2021-01-03T17:00:00,MTR-4460,East,231.17,3.443,0.707,0.318,0.775,49.988,0.073,0.022,21.34
2021-01-03T18:00:00,MTR-4450,North,233.58,4.588,1.03,0.338,1.084,50.015,0.061,0.02,22.87
2021-01-03T18:00:00,MTR-4459,South,235.75,2.782,0.624,0.187,0.652,50.037,0.156,0.0,23.5
2021-01-03T19:00:00,MTR-4450,North,229.45,7.072,1.562,0.45,1.625,49.994,0.707,0.155,19.98
2021-01-03T19:00:00,MTR-4452,East,227.29,9.135,1.945,0.641,2.048,49.987,0.793,0.248,23.04
2021-01-03T19:00:00,MTR-4459,South,229.37,6.964,1.507,0.477,1.58,49.988,0.786,0.184,22.83
2021-01-03T20:00:00,MTR-4450,North,228.79,8.104,1.737,0.59,1.835,49.997,0.685,0.286,21.18
2021-01-03T20:00:00,MTR-4456,East,228.34,7.805,1.562,0.771,1.742,50.084,0.487,0.207,22.29
2021-01-03T20:00:00,MTR-4460,East,224.42,7.15,1.458,0.695,1.615,50.067,0.765,0.279,22.76
2021-01-03T21:00:00,MTR-4454,North,225.04,5.516,1.12,0.525,1.237,50.028,0.549,0.216,20.79
2021-01-03T22:00:00,MTR-4456,East,231.11,7.881,1.61,0.884,1.837,50.098,0.711,0.299,21.49
2021-01-03T22:00:00,MTR-4457,West,223.76,8.75,1.751,0.803,1.926,49.97,0.55,0.29,22.6
2021-01-03T22:00:00,MTR-4460,East,224.64,6.819,1.382,0.634,1.521,49.995,0.593,0.34,20.89
2021-01-03T23:00:00,MTR-4451,South,223.29,6.379,1.368,0.425,1.433,49.984,0.763,0.029,21.83
2021-01-03T23:00:00,MTR-4452,East,225.45,7.432,1.585,0.543,1.676,50.021,0.604,0.151,20.92
2021-01-04T00:00:00,MTR-4451,South,228.81,3.549,0.805,0.211,0.832,50.036,0.075,0.0,21.59
2021-01-04T00:00:00,MTR-4451,South,228.81,4.855,0.0,0.0,0.0,50.036,0.075,0.0,21.59
2021-01-04T00:00:00,MTR-4455,South,224.86,5.266,1.074,0.534,1.199,50.038,0.047,0.093,21.38
2021-01-04T00:00:00,MTR-4457,West,222.78,3.845,0.775,0.313,0.836,49.944,0.026,0.0,20.89
2021-01-04T01:00:00,MTR-4456,East,233.13,5.605,1.16,0.611,1.31,49.962,0.05,0.125,19.98
2021-01-04T02:00:00,MTR-4451,South,229.74,5.532,1.214,0.37,1.269,49.919,0.052,0.132,21.59
2021-01-04T02:00:00,MTR-4453,West,227.46,3.498,0.715,0.294,0.773,50.016,0.059,0.047,19.56
2021-01-04T02:00:00,MTR-4455,South,228.8,6.674,1.302,0.752,1.503,49.981,0.01,0.072,20.07
2021-01-04T03:00:00,MTR-4450,North,227.44,7.192,1.565,0.428,1.623,50.015,0.042,0.204,19.17
2021-01-04T03:00:00,MTR-4457,West,228.02,4.223,0.927,0.312,0.978,50.015,0.088,0.105,18.16
2021-01-04T04:00:00,MTR-4455,South,227.59,7.643,1.589,0.774,1.768,49.915,0.112,0.094,20.62
2021-01-04T04:00:00,MTR-4460,East,223.52,5.151,0.997,0.484,1.108,49.986,0.131,0.118,18.55
2021-01-04T05:00:00,MTR-4456,East,231.79,5.143,1.053,0.527,1.178,49.937,0.043,0.117,18.12
2021-01-04T05:00:00,MTR-4457,West,227.32,6.118,1.314,0.504,1.407,49.982,0.018,0.112,18.9
2021-01-04T05:00:00,MTR-4459,South,231.48,4.105,0.932,0.247,0.964,49.994,0.083,0.14,18.85
2021-01-04T05:00:00,MTR-4460,East,229.56,4.002,0.808,0.396,0.9,49.954,0.082,0.056,19.33
2021-01-04T05:00:00,MTR-4460,East,229.56,4.002,0.808,0.396,0.9,49.954,0.082,0.056,19.33
2021-01-04T06:00:00,MTR-4452,East,226.71,8.542,1.804,0.661,1.921,50.015,0.604,0.323,17.74
2021-01-04T06:00:00,MTR-4452,East,,8.542,,0.661,1.921,50.015,0.604,0.323,17.74
2021-01-04T07:00:00,MTR-4450,North,232.2,5.765,1.249,0.353,1.298,49.967,0.322,0.203,17.08
2021-01-04T07:00:00,MTR-4450,North,232.2,5.765,1.249,0.353,1.298,49.967,0.322,0.203,17.08
2021-01-04T07:00:00,MTR-4454,North,222.82,4.924,1.047,0.407,1.123,49.927,0.521,0.342,16.81
2021-01-04T07:00:00,MTR-4456,East,234.76,7.169,1.507,0.793,1.703,49.997,0.525,0.291,17.87
2021-01-04T07:00:00,MTR-4458,North,234.12,5.802,1.287,0.406,1.35,49.972,0.512,0.393,16.15
2021-01-04T08:00:00,MTR-4451,South,227.28,4.887,1.069,0.398,1.14,50.029,0.309,0.197,19.13
2021-01-04T08:00:00,MTR-4452,East,221.46,7.762,1.637,0.567,1.733,50.021,0.36,0.104,18.87
2021-01-04T08:00:00,MTR-4459,South,232.54,7.446,1.683,0.384,1.726,49.958,0.318,0.349,17.85
2021-01-04T09:00:00,MTR-4457,West,228.62,4.873,1.06,0.402,1.134,50.047,0.546,0.036,18.61
2021-01-04T09:00:00,MTR-4457,West,228.62,4.873,1.06,0.402,1.134,50.047,0.546,0.036,18.61
2021-01-04T09:00:00,MTR-4460,East,226.86,5.005,1.043,0.451,1.136,50.0,0.36,0.121,18.77
2021-01-04T10:00:00,MTR-4450,North,228.51,2.679,0.614,0.152,0.633,49.961,0.051,0.145,17.41
2021-01-04T10:00:00,MTR-4452,East,226.71,5.374,1.171,0.412,1.241,49.973,0.027,0.132,17.89
2021-01-04T10:00:00,MTR-4456,East,234.59,5.177,1.088,0.491,1.194,50.031,0.074,0.044,19.09
2021-01-04T10:00:00,MTR-4458,North,236.94,1.858,0.446,0.145,0.469,49.967,0.057,0.201,16.14
2021-01-04T10:00:00,MTR-4459,South,231.35,4.273,0.964,0.279,1.004,49.942,0.095,0.133,17.59
2021-01-04T11:00:00,MTR-4458,North,233.92,3.194,0.69,0.247,0.733,50.052,0.056,0.146,17.9
2021-01-04T12:00:00,MTR-4455,South,222.24,7.269,1.403,0.835,1.632,50.026,0.001,0.196,20.12
2021-01-04T12:00:00,MTR-4456,East,235.89,5.677,1.197,0.59,1.334,50.031,0.048,0.129,18.76
